X	Y	id	T	genotype	slab_lane	replica	time	humidity	ambient_temp	food	rearing_Temp	Age	exp_date	TempEst
314	886	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	18.617067769946328
326	864	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	18.678285128897475
348	866	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	18.77968695710998
348	918	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	18.76638396924481
398	866	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	19.01130850618256
414	872	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	19.083892441747498
454	894	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	19.263561493831833
506	842	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	19.51775089273249
548	882	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	19.702079926364863
664	896	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	20.235860346557242
822	874	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	20.97341262880032
1410	794	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	23.717748181071048
1468	860	re1	NA	wMel	1	ff	14_00	60	24.7	homemade	25'C	7-10	03_08_20	23.969544616474064

